author_decade,poetry_comments,poetry_name,author_name
两汉,"
上山采蘼芜，下山逢故夫。长跪问故夫，新人复何如？新人虽言好，未若故人姝。颜色类相似，手爪不相如。新人从门入，故人从閤去。新人工织缣，故人工织素。织缣日一匹，织素五丈余。将缣来比素，新人不如故。
",上山采蘼芜,佚名
唐代,"
魄依钩样小，扇逐汉机团。细影将圆质，人间几处看。
",月,薛涛
唐代,"
白头波上白头翁，家逐船移浦浦风。(浦浦风 一和：浦江风)一尺鲈鱼新钓得，儿孙吹火荻花中。
",淮上渔者,郑谷
唐代,"
君王游乐万机轻，一曲霓裳四海兵。玉辇升天人已尽，故宫犹有树长生。(犹有 一作：惟有)
",过华清宫,李约
唐代,"
浮云不共此山齐，山霭苍苍望转迷。 晓月暂飞高树里，秋河隔在数峰西。
",宿石邑山中,韩翃
唐代,"
明朝游上苑，火速报春知。花须连夜发，莫待晓风吹。
",腊日宣诏幸上苑 / 催花诗,武则天
先秦,"
丝衣其紑，载弁俅俅。自堂徂基，自羊徂牛，鼐鼎及鼒，兕觥其觩。旨酒思柔。不吴不敖，胡考之休。
",周颂·丝衣,佚名
两汉,"
　　楚使子虚使于齐，王悉发车骑，与使者出田。田罢，子虚过奼乌有先生，亡是公在焉。坐定，乌有先生问曰：“今日田乐乎？”子虚曰：“乐。”“获多乎？”曰：“少。”“然则何乐？”对曰：“仆乐齐王之欲夸仆以车骑之众，而仆对以云梦之事也。”曰：“可得闻乎？”
　　子虚曰：“可。王车驾千乘，选徒万骑，田于海滨。列卒满泽，罘罔弥山，掩兔辚鹿，射麇脚麟。骛于盐浦，割鲜染轮。射中获多，矜而自功。顾谓仆曰：‘楚亦有平原广泽游猎之地饶乐若此者乎？楚王之猎孰与寡人乎？’仆下车对曰：‘臣，楚国之鄙人也，幸得宿卫十有余年，时从出游，游于后园，览于有无，然犹未能遍睹也，又焉足以言其外泽者乎！’齐王曰：‘虽然，略以子之所闻见而言之。’
　　“仆对曰：‘唯唯。臣闻楚有七泽，尝见其一，未睹其余也。臣之所见，盖特其小小耳者，名曰云梦。云梦者，方九百里，其中有山焉。其山则盘纡茀郁，隆崇嵂崒；岑崟参差，日月蔽亏；交错纠纷，上干青云；罢池陂陀，下属江河。其土则丹青赭垩，雌黄白坿，锡碧金银，众色炫耀，照烂龙鳞。其石则赤玉玫瑰，琳瑉琨吾，瑊玏玄厉，碝石碔玞。其东则有蕙圃：衡兰芷若，芎藭昌蒲，茳蓠麋芜，诸柘巴苴。其南则有平原广泽，登降陁靡，案衍坛曼。缘以大江，限以巫山。其高燥则生葴菥苞荔，薛莎青薠。其卑湿则生藏莨蒹葭，东蔷雕胡，莲藕觚卢、菴闾轩于，众物居之，不可胜图。其西则有涌泉清池，激水推移，外发芙蓉菱华，内隐钜石白沙。其中则有神龟蛟鼍，瑇瑁鳖鼋。其北则有阴林：其树楩柟豫章，桂椒木兰，蘖离朱杨，樝梨梬栗，橘柚芬芳；其上则有鹓雏孔鸾，腾远射干；其下则有白虎玄豹，蟃蜒貙犴。
　　‘于是乃使剸诸之伦，手格此兽。楚王乃驾驯驳之驷，乘雕玉之舆。靡鱼须之桡旃，曳明月之珠旗。建干将之雄戟，左乌号之雕弓，右夏服之劲箭。阳子骖乘，纤阿为御，案节未舒，即陵狡兽。蹴蛩蛩，辚距虚，轶野马，轊陶駼，乘遗风，射游骐。倏眒倩浰，雷动猋至，星流霆击。弓不虚发，中必决眦，洞胸达腋，绝乎心系。获若雨兽，揜草蔽地。于是楚王乃弭节俳徊，翱翔容与。览乎阴林，观壮士之暴怒，与猛兽之恐惧。徼郄受诎，殚睹众物之变态。
　　‘于是郑女曼姬，被阿緆，揄紵缟，杂纤罗，垂雾縠。襞积褰绉，郁桡溪谷。衯衯裶裶，扬袘戌削，蜚纤垂髾。扶与猗靡，噏呷萃蔡。下摩兰蕙，上拂羽盖。错翡翠之威蕤，缪绕玉绥。眇眇忽忽，若神仙之仿佛。
　　‘于是乃相与獠于蕙圃，媻珊郣窣，上乎金堤。揜翡翠，射鵕鸃。微矰出，孅缴施。弋白鹄，连鴐鹅。双鸧下，玄鹤加。怠而后发，游于清池。浮文鹢，扬旌栧。张翠帷，建羽盖。罔瑇瑁，钩紫贝。摐金鼓，吹鸣籁。榜人歌，声流喝。水虫骇，波鸿沸。涌泉起，奔扬会。礧石相击，硠硠礚礚，若雷霆之声，闻乎数百里之外。将息獠者，击灵鼓，起烽燧。车按行，骑就队。纚乎淫淫，般乎裔裔。
　　‘于是楚王乃登云阳之台，怕乎无为，澹乎自持，勺药之和，具而后御之。不若大王终日驰骋，曾不下舆，脟割轮焠，自以为娱。臣窃观之，齐殆不如。’于是齐王默然无以应仆也。”
　　乌有先生曰：“是何言之过也！足下不远千里，来贶齐国，王悉发境内之士，而备车骑之众，与使者出畋，乃欲勠力致获，以娱左右，何名为夸哉！问楚地之有无者，愿闻大国之风烈，先生之余论也。今足下不称楚王之德厚，而盛推云梦以为高，奢言淫乐而显侈靡，窃为足下不取也。必若所言，固非楚国之美也。无而言之，是害足下之信也。章君恶、伤私义，二者无一可，而先生行之，必且轻于齐而累于楚矣。且齐东陼钜海，南有琅邪；观乎成山，射乎之罘；浮勃澥，游孟诸；邪与肃慎为邻，右以汤谷为界。秋田乎青丘，彷徨乎海外。吞若云梦者八九于其胸中曾不蒂芥。若乃俶傥瑰伟，异方殊类，珍怪鸟兽，万端鳞崪充牣其中，不可胜记。禹不能名，卨不能计。然在诸侯之位，不敢言游戏之乐，苑囿之大；先生又见客，是以王辞不复，何为无以应哉！”
",子虚赋,司马相如
先秦,"
　　齐人有一妻一妾而处室者，其良人出，则必餍酒肉而后反。 其妻问所与饮食者，则尽富贵也。其妻告其妾曰：“良人出，则必餍酒肉而后反；问其与饮食者，尽富贵也，而未尝有显者来，吾将瞷良人之所之也。”
　　蚤起，施从良人之所之，遍国中无与立谈者。卒之东郭墦间，之祭者，乞其余；不足，又顾而之他——此其为餍足之道也。 其妻归，告其妾，曰：“良人者，所仰望而终身也，今若此！－－”与其妾讪其良人，而相泣于中庭，而良人未之知也， 施施从外来，骄其妻妾。
　　由君子观之，则人之所以求富贵利达者，其妻妾不羞也，而不相泣者，几希矣！
",齐人有一妻一妾,孟子及弟子
先秦,"
　　曾子之妻之市，其子随之而泣。其母曰：“女还，顾反为女杀彘。”妻适市来，曾子欲捕彘杀之。妻止之曰：“特与婴儿戏耳。”曾子曰：“婴儿非与戏也。婴儿非有知也，待父母而学者也，听父母之教。今子欺之，是教子欺也。母欺子，子而不信其母，非所以成教也。”遂烹彘也。　　（选自《韩非子．外储说左上》）
",曾参烹彘,韩非
清代,"
　　明万历中，钱若赓守临江，有异政。有乡人持一鹅入市，寄店中后他往。还，索鹅，店主赖之，云：“群鹅我鹅也。”乡人不平，讼于官。公令人取店中鹅，计四只，各以一纸，给笔砚，分四处，令其供状。人莫不讶之。食顷，使人问鹅供不？答曰：“未。”又顷，下堂视之，曰：“状已供矣。”手指一鹅曰：“此乡人鹅。”众人怪之，守曰：“乡人鹅食草，粪色青；店鹅食谷粟，粪色黄。”店主服罪。
",钱若赓断鹅,褚人获
元代,"
山滴岚光水拍堤，草香沙暖净无泥。只疑误入武林溪。两岸桃花烘日出，四围高柳到天垂。一尊心事百年期。
",浣溪沙·山滴岚光水拍堤,姜彧
明代,"
半生落魄已成翁,独立书斋啸晚风。笔底明珠无处卖,闲抛闲掷野藤中。
",题《墨葡萄图》 / 题葡萄图,徐渭
清代,"
何处花先放？向南三两村。未春天似梦，彻夜月无言。且喜昏鸦散，毋嫌翠羽喧。众芳久寂寞，赖汝照乾坤。
离离压残雪，脉脉照溪滨。一任夜五月，何妨天不春！芳华凭俗赏，风味与谁亲？只觉闭门后，徘徊似有人。
",梅花（二首）,钱澄之
宋代,"
八月十七日，同诸生步自永安城楼，过张宽夫园待月。偶有名酒，因以金荷酌众客。客有孙彦立，善吹笛。援笔作乐府长短句，文不加点。
断虹霁雨，净秋空，山染修眉新绿。桂影扶疏，谁便道，今夕清辉不足？万里青天，姮娥何处，驾此一轮玉。寒光零乱，为谁偏照醽醁？年少从我追游，晚凉幽径，绕张园森木。共倒金荷，家万里，难得尊前相属。老子平生，江南江北，最爱临风笛。孙郎微笑，坐来声喷霜竹。
",念奴娇·断虹霁雨,黄庭坚
宋代,"
墨云拖雨过西楼。水东流。晚烟收。柳外残阳，回照动帘钩。今夜巫山真个好，花未落，酒新篘。 美人微笑转星眸。月花羞。捧金瓯。歌扇萦风，吹散一春愁。试问江南诸伴侣，谁似我，醉扬州。
",江城子,苏轼
宋代,"
远岸收残雨。雨残稍觉江天暮。拾翠汀洲人寂静，立双双鸥鹭。望几点、渔灯隐映蒹葭浦。停画桡、两两舟人语。道去程今夜，遥指前村烟树。游宦成羁旅。短樯吟倚闲凝伫。万水千山迷远近，想乡关何处。自别后、风亭月榭孤欢聚。刚断肠、惹得离情苦。听杜宇声声，劝人不如归去。
",安公子·远岸收残雨,柳永
唐代,"
天上碧桃和露种，日边红杏倚云栽。芙蓉生在秋江上，不向东风怨未开。
",下第后上永崇高侍郎,高蟾
唐代,"
日射纱窗风撼扉，香罗拭手春事违。 回廊四合掩寂寞，碧鹦鹉对红蔷薇。
",日射,李商隐
唐代,"
岭水争分路转迷，桄榔椰叶暗蛮溪。愁冲毒雾逢蛇草，畏落沙虫避燕泥。五月畲田收火米，三更津吏报潮鸡。不堪肠断思乡处，红槿花中越鸟啼。
",谪岭南道中作,李德裕
唐代,"
病眼少眠非守岁，老心多感又临春。

火销灯尽天明后，便是平头六十人。
",除夜,白居易
唐代,"
火山六月应更热，赤亭道口行人绝。知君惯度祁连城，岂能愁见轮台月。脱鞍暂入酒家垆，送君万里西击胡。功名祗向马上取，真是英雄一丈夫。
",送李副使赴碛西官军,岑参
唐代,"
微雨众卉新，一雷惊蛰始。田家几日闲，耕种从此起。丁壮俱在野，场圃亦就理。归来景常晏，饮犊西涧水。饥劬不自苦，膏泽且为喜。仓禀无宿储，徭役犹未已。方惭不耕者，禄食出闾里。
",观田家,韦应物
唐代,"
饭颗山头逢杜甫，顶戴笠子日卓午。 借问别来太瘦生，总为从前作诗苦。
",戏赠杜甫,李白
唐代,"
庐山东南五老峰，青天削出金芙蓉。九江秀色可揽结，吾将此地巢云松。
",登庐山五老峰,李白
唐代,"
清溪清我心，水色异诸水。借问新安江，见底何如此。人行明镜中，鸟度屏风里。向晚猩猩啼，空悲远游子。
",清溪行 / 宣州清溪,李白
唐代,"
黄帝铸鼎于荆山，炼丹砂。丹砂成黄金，骑龙飞上太清家，云愁海思令人嗟。宫中彩女颜如花，飘然挥手凌紫霞，从风纵体登鸾车。登鸾车，侍轩辕，遨游青天中，其乐不可言。
",飞龙引二首·其一,李白
宋代,"
疏枝横玉瘦，小萼点珠光。一朵忽先变，百花皆后香。欲传春信息，不怕雪埋藏。玉笛休三弄，东君正主张。
",梅花,陈亮
南北朝,"
微风摇紫叶，轻露拂朱房。中池所以绿，待我泛红光。
",咏芙蓉,沈约
唐代,"
岱宗夫如何？齐鲁青未了。造化钟神秀，阴阳割昏晓。荡胸生曾云，决眦入归鸟。会当凌绝顶，一览众山小。
西岳崚嶒竦处尊，诸峰罗立似儿孙。安得仙人九节杖，拄到玉女洗头盆。车箱入谷无归路，箭栝通天有一门。稍待秋风凉冷后，高寻白帝问真源。
南岳配朱鸟，秩礼自百王。歘吸领地灵，鸿洞半炎方。邦家用祀典，在德非馨香。巡守何寂寥，有虞今则亡。洎吾隘世网，行迈越潇湘。渴日绝壁出，漾舟清光旁。祝融五峯尊，峯峯次低昴。紫盖独不朝，争长嶫相望。恭闻魏夫人，羣仙夹翱翔。有时五峯气，散风如飞霜。牵迫限修途，未暇杖崇冈。归来觊命驾，沐浴休玉堂。三叹问府主，曷以赞我皇。牲璧忍衰俗，神其思降祥。
",望岳三首,杜甫
清代,"
祖国沉沦感不禁，闲来海外觅知音。金瓯已缺总须补，为国牺牲敢惜身！嗟险阻，叹飘零。关山万里作雄行。休言女子非英物，夜夜龙泉壁上鸣。
",鹧鸪天·祖国沉沦感不禁,秋瑾
清代,"
少闻鸡声眠，老听鸡声起。千古万代人，消磨数声里。
",晓窗,魏源
清代,"
到处陂塘决决流，垂杨百里罨平畴。行人便觉须眉绿，一路蝉声过许州。
",过许州,沈德潜
明代,"
碧水丹山映杖藜，夕阳犹在小桥西。微吟不道惊溪鸟，飞入乱云深处啼。
",题画,沈周
宋代,"
乳鸭池塘水浅深，熟梅天气半阴晴。东园载酒西园醉，摘尽枇杷一树金。
",初夏游张园,戴复古
元代,"
问从来谁是英雄？一个农夫，一个渔翁。晦迹南阳，栖身东海，一举成功。八阵图名成卧龙，六韬书功在飞熊。霸业成空，遗恨无穷。蜀道寒云，渭水秋风。
",蟾宫曲·怀古,查德卿
元代,"
长途野草寒沙，夕阳远水残霞，衰柳黄花瘦马。休题别话，今宵宿在谁家？　　瘦皆因凤只鸾单，病非干暑湿风寒，空服了千丸万散。恹恹情绪，立斜阳目断巫山。　　上官有似花开，下官浑似花衰，花谢花开小哉！常存根在，明年依旧春来。　　江南几度梅花，愁添两鬓霜华，梦儿里分明见他。客窗直下，觉来依旧天涯。　　今生或少或多，功名一枕南柯，富贵荣华快活。今朝已过，不知明日如何？　　生红闹簇枯枝，只愁吹破胭脂，说与莺儿燕子。东君知道，杏花不耐开时。　　西风谓水长安，淡烟疏雨骊山，不见昭阳玉环。夕阳楼上，无言独倚阑干。　　东邻多病萧娘，西邻清瘦刘郎。被一堵无端粉墙，将人隔断，抵多少水远山长。　　枯藤老树昏鸦，小桥流水人家，古道西风瘦马。夕阳西下，断肠人在天涯。　　平沙细草斑斑，曲溪流水潺潺，塞上清秋早寒。一声新雁，黄云红叶青山。　　西风塞上胡笳，月明马上琵琶，那抵昭君恨多？李陵台下，淡烟衰草黄沙。
",【越调】天净沙_长途野草寒,未知作者
宋代,"
记得来时春未暮，执手攀花，袖染花梢露。暗卜春心共花语，争寻双朵争先去。多情因甚相辜负，轻拆轻离，欲向谁分诉。泪湿海棠花枝处，东君空把奴分付。
",卷珠帘·记得来时春未暮,魏夫人
